,country_id,latitude,longitude,bright_ti4,bright_ti5,scan,track,acq_date,acq_time,frp,daynight
289,DEU,51.49053,6.73553,318.1,275.4,0.43,0.46,2020-03-01,106,2.1,N
290,DEU,51.49425,6.74268,317.3,277.3,0.43,0.46,2020-03-01,106,2.1,N
291,DEU,51.49475,6.73641,313.2,277.0,0.43,0.46,2020-03-01,106,2.1,N
292,DEU,51.49773,6.74424,308.3,277.4,0.43,0.46,2020-03-01,106,1.4,N
293,DEU,51.4982,6.73797,303.0,275.8,0.43,0.46,2020-03-01,106,1.8,N
294,DEU,51.5032,6.73813,297.7,276.6,0.43,0.46,2020-03-01,106,0.6,N
295,DEU,51.50339,6.72614,307.3,281.7,0.43,0.46,2020-03-01,106,1.6,N
296,DEU,51.50422,6.72544,300.9,279.6,0.43,0.46,2020-03-01,106,1.4,N
297,DEU,51.50666,6.73968,299.4,279.3,0.43,0.46,2020-03-01,106,1.1,N
298,DEU,51.50743,6.73896,296.1,279.4,0.43,0.46,2020-03-01,106,0.6,N
299,DEU,51.76495,8.0563,301.8,275.2,0.39,0.44,2020-03-01,106,0.5,N
300,DEU,52.20957,8.05224,305.2,274.9,0.39,0.44,2020-03-01,106,3.3,N
301,DEU,52.21008,8.04646,346.9,275.6,0.39,0.44,2020-03-01,106,3.3,N
302,DEU,51.29887,7.01286,296.0,274.8,0.41,0.61,2020-03-01,242,0.8,N
303,DEU,51.36541,6.70744,341.3,278.5,0.4,0.6,2020-03-01,242,4.9,N
304,DEU,51.36704,6.70232,312.9,276.9,0.4,0.6,2020-03-01,242,3.7,N
305,DEU,51.46294,6.73766,325.3,276.1,0.4,0.6,2020-03-01,242,1.9,N
306,DEU,51.48098,6.72011,310.8,275.4,0.4,0.6,2020-03-01,242,1.5,N
307,DEU,51.48262,6.71496,301.5,274.2,0.39,0.6,2020-03-01,242,2.4,N
308,DEU,51.48426,6.70981,320.4,276.7,0.39,0.6,2020-03-01,242,2.4,N
309,DEU,51.48588,6.70472,339.7,278.2,0.39,0.6,2020-03-01,242,5.6,N
310,DEU,51.49414,6.73723,303.0,275.7,0.4,0.6,2020-03-01,242,1.2,N
311,DEU,52.15205,10.40139,303.0,275.3,0.51,0.66,2020-03-01,242,4.2,N
312,DEU,52.1544,10.39482,298.9,276.0,0.51,0.66,2020-03-01,242,3.8,N
313,DEU,52.15621,10.40474,352.3,278.5,0.51,0.66,2020-03-01,242,6.1,N
314,DEU,52.15736,10.40644,337.8,276.5,0.51,0.66,2020-03-01,242,4.2,N
315,DEU,52.15853,10.39817,305.3,277.0,0.51,0.66,2020-03-01,242,6.1,N
316,DEU,52.1592,10.4164,295.3,275.0,0.51,0.66,2020-03-01,242,6.7,N
317,DEU,52.1597,10.3999,324.0,275.8,0.51,0.66,2020-03-01,242,3.8,N
318,DEU,52.16151,10.40983,351.3,275.9,0.51,0.66,2020-03-01,242,6.1,N
319,DEU,52.16268,10.41149,351.5,276.5,0.51,0.66,2020-03-01,242,7.9,N
320,DEU,52.17541,14.62545,296.7,273.8,0.73,0.76,2020-03-01,242,1.4,N
321,DEU,52.20853,8.04442,297.6,274.1,0.42,0.61,2020-03-01,242,0.6,N
322,DEU,53.13182,8.67828,312.1,275.1,0.41,0.61,2020-03-01,242,1.9,N
323,DEU,53.13497,8.6881,310.0,275.0,0.41,0.61,2020-03-01,242,1.2,N
324,DEU,53.13676,8.68269,304.2,274.7,0.41,0.61,2020-03-01,242,1.2,N
325,DEU,53.13853,8.67733,300.8,275.7,0.41,0.61,2020-03-01,242,1.0,N
326,DEU,53.1403,8.67197,301.4,274.3,0.41,0.61,2020-03-01,242,1.0,N
327,DEU,53.52218,9.90848,302.0,273.7,0.44,0.62,2020-03-01,242,3.5,N
328,DEU,53.52415,9.90267,345.4,274.6,0.44,0.62,2020-03-01,242,3.5,N
329,DEU,51.56133,7.16988,345.4,280.2,0.53,0.67,2020-03-01,1054,6.6,D
330,DEU,49.24529,6.84732,328.1,280.0,0.45,0.39,2020-03-01,1230,4.2,D
331,DEU,49.3568,6.75242,329.3,284.2,0.45,0.39,2020-03-01,1230,4.1,D
332,DEU,48.65306,10.16486,295.2,280.5,0.54,0.51,2020-06-01,36,0.5,N
333,DEU,49.01677,8.61372,296.6,281.1,0.32,0.54,2020-06-01,36,0.4,N
334,DEU,49.06068,8.32809,295.4,284.2,0.33,0.55,2020-06-01,36,0.4,N
335,DEU,49.35897,6.75003,315.5,282.9,0.39,0.59,2020-06-01,36,1.3,N
336,DEU,49.35931,6.74988,317.4,283.0,0.39,0.59,2020-06-01,36,1.6,N
337,DEU,49.35955,8.68489,297.5,284.7,0.32,0.54,2020-06-01,36,0.5,N
338,DEU,49.95427,9.77207,297.6,282.3,0.58,0.52,2020-06-01,36,1.1,N
339,DEU,50.65756,11.43606,295.7,279.9,0.49,0.49,2020-06-01,36,0.8,N
340,DEU,51.26997,11.66189,305.2,282.6,0.49,0.49,2020-06-01,36,1.3,N
341,DEU,51.36565,10.47981,298.7,282.7,0.55,0.51,2020-06-01,36,1.3,N
342,DEU,51.36837,6.70915,307.4,274.9,0.4,0.6,2020-06-01,36,1.2,N
343,DEU,51.3685,6.70322,299.1,274.6,0.4,0.6,2020-06-01,36,1.2,N
344,DEU,51.4292,6.73695,319.5,272.3,0.4,0.6,2020-06-01,36,1.8,N
345,DEU,51.46638,6.74211,305.2,271.4,0.4,0.6,2020-06-01,36,0.8,N
346,DEU,51.48366,6.71964,296.3,271.5,0.4,0.6,2020-06-01,36,1.6,N
347,DEU,51.48392,6.70786,315.6,274.1,0.4,0.6,2020-06-01,36,1.9,N
348,DEU,51.49442,6.73822,308.5,271.0,0.4,0.6,2020-06-01,36,1.0,N
349,DEU,51.6185,8.5078,295.5,282.3,0.34,0.56,2020-06-01,36,0.6,N
350,DEU,51.69926,8.74566,300.7,283.6,0.33,0.55,2020-06-01,36,0.4,N
351,DEU,51.70199,8.74828,295.4,283.3,0.33,0.55,2020-06-01,36,0.6,N
352,DEU,51.76559,8.05575,318.9,286.4,0.35,0.57,2020-06-01,36,1.4,N
353,DEU,51.86061,8.02819,296.1,283.2,0.36,0.57,2020-06-01,36,0.7,N
354,DEU,52.15227,10.40406,324.0,282.5,0.56,0.52,2020-06-01,36,4.5,N
355,DEU,52.15255,10.40651,299.9,281.1,0.56,0.52,2020-06-01,36,2.2,N
356,DEU,52.15302,10.39817,314.8,283.0,0.56,0.52,2020-06-01,36,2.8,N
357,DEU,52.15705,10.40473,323.1,283.8,0.56,0.52,2020-06-01,36,2.8,N
358,DEU,52.15733,10.40718,320.6,283.7,0.56,0.52,2020-06-01,36,2.8,N
359,DEU,52.15779,10.39883,295.8,283.8,0.56,0.52,2020-06-01,36,1.7,N
360,DEU,52.1614,10.41378,307.2,283.0,0.56,0.52,2020-06-01,36,3.4,N
361,DEU,52.16164,10.41621,314.2,283.7,0.56,0.52,2020-06-01,36,2.8,N
362,DEU,52.16225,10.39704,296.3,284.8,0.56,0.52,2020-06-01,36,2.8,N
363,DEU,52.16257,10.39948,296.4,283.9,0.56,0.52,2020-06-01,36,1.7,N
364,DEU,52.17073,14.62902,333.1,282.9,0.57,0.43,2020-06-01,36,14.8,N
365,DEU,52.17247,14.62809,339.3,283.9,0.57,0.43,2020-06-01,36,14.1,N
366,DEU,52.31898,10.24777,297.3,280.1,0.57,0.52,2020-06-01,36,1.3,N
367,DEU,52.35627,9.89356,296.1,278.1,0.6,0.53,2020-06-01,36,0.7,N
368,DEU,52.48911,13.84073,304.8,283.2,0.41,0.45,2020-06-01,36,0.9,N
369,DEU,52.56421,7.30349,295.7,284.9,0.39,0.59,2020-06-01,36,0.5,N
370,DEU,53.13328,8.68956,306.3,282.8,0.34,0.56,2020-06-01,36,1.2,N
371,DEU,53.13365,8.67919,341.2,285.3,0.34,0.56,2020-06-01,36,4.0,N
372,DEU,53.13828,8.69521,306.1,282.9,0.34,0.56,2020-06-01,36,1.2,N
373,DEU,53.51313,10.04155,303.0,282.2,0.6,0.53,2020-06-01,36,1.4,N
374,DEU,53.51356,10.03241,295.7,279.7,0.6,0.53,2020-06-01,36,0.9,N
375,DEU,53.52448,9.90361,336.9,283.4,0.61,0.53,2020-06-01,36,6.2,N
376,DEU,53.56759,9.34152,300.4,277.0,0.32,0.55,2020-06-01,36,0.3,N
377,DEU,53.56911,9.34425,299.7,277.6,0.32,0.55,2020-06-01,36,0.6,N
378,DEU,53.87865,9.58266,296.0,281.3,0.63,0.54,2020-06-01,36,0.7,N
379,DEU,48.77811,10.69959,308.3,281.8,0.4,0.6,2020-06-01,218,1.1,N
380,DEU,49.35792,6.74701,337.5,285.0,0.52,0.5,2020-06-01,218,7.2,N
381,DEU,49.77106,11.02522,296.5,279.8,0.38,0.59,2020-06-01,218,0.6,N
382,DEU,51.26944,11.65967,303.9,281.1,0.36,0.57,2020-06-01,218,1.1,N
383,DEU,51.36187,10.48066,299.7,279.0,0.32,0.54,2020-06-01,218,0.7,N
384,DEU,51.36642,10.48417,302.3,280.1,0.32,0.54,2020-06-01,218,0.7,N
385,DEU,51.36924,6.70839,332.9,282.0,0.45,0.47,2020-06-01,218,3.3,N
386,DEU,51.46225,6.74021,305.7,278.6,0.45,0.47,2020-06-01,218,0.9,N
387,DEU,51.48195,6.7176,325.4,280.3,0.45,0.47,2020-06-01,218,2.0,N
388,DEU,51.48348,6.7115,305.9,280.9,0.45,0.47,2020-06-01,218,2.0,N
389,DEU,51.485,6.70544,315.1,281.5,0.45,0.47,2020-06-01,218,2.4,N
390,DEU,51.49095,6.73752,354.7,282.0,0.45,0.47,2020-06-01,218,9.4,N
391,DEU,51.49498,6.7401,319.3,281.7,0.45,0.47,2020-06-01,218,1.9,N
392,DEU,51.50202,6.73059,298.4,283.6,0.45,0.47,2020-06-01,218,1.2,N
393,DEU,51.69732,8.74879,296.9,283.1,0.53,0.5,2020-06-01,218,1.1,N
394,DEU,51.69903,8.74389,295.6,281.6,0.53,0.5,2020-06-01,218,0.7,N
395,DEU,51.76534,8.05449,306.4,281.6,0.5,0.49,2020-06-01,218,1.6,N
396,DEU,51.76785,8.0555,307.6,282.6,0.5,0.49,2020-06-01,218,1.3,N
397,DEU,51.81401,11.75974,295.4,281.5,0.35,0.56,2020-06-01,218,0.5,N
398,DEU,52.15011,10.40208,314.7,279.6,0.6,0.53,2020-06-01,218,2.9,N
399,DEU,52.15455,10.40546,334.2,284.1,0.6,0.53,2020-06-01,218,4.5,N
400,DEU,52.15899,10.40886,306.8,280.7,0.6,0.53,2020-06-01,218,4.5,N
401,DEU,52.16042,10.41848,308.9,281.2,0.6,0.53,2020-06-01,218,3.4,N
402,DEU,52.16118,10.4202,307.9,281.6,0.6,0.53,2020-06-01,218,1.9,N
403,DEU,52.17086,14.62755,309.0,281.0,0.43,0.62,2020-06-01,218,1.8,N
404,DEU,52.17329,14.63003,303.3,280.8,0.43,0.62,2020-06-01,218,1.3,N
405,DEU,52.17459,14.61624,304.4,282.0,0.43,0.62,2020-06-01,218,0.9,N
406,DEU,52.49031,13.83877,297.4,281.6,0.39,0.6,2020-06-01,218,0.7,N
407,DEU,52.56293,7.30086,295.5,282.7,0.44,0.46,2020-06-01,218,0.6,N
408,DEU,53.13516,8.68196,322.0,284.6,0.48,0.48,2020-06-01,218,3.0,N
409,DEU,53.13574,8.69819,296.3,281.5,0.48,0.48,2020-06-01,218,0.8,N
410,DEU,53.1375,8.69153,314.2,281.6,0.48,0.48,2020-06-01,218,1.3,N
411,DEU,53.512,10.03994,318.4,285.6,0.52,0.5,2020-06-01,218,1.6,N
412,DEU,53.52259,9.9085,334.6,284.7,0.52,0.5,2020-06-01,218,6.9,N
413,DEU,53.52454,9.90135,332.3,284.1,0.52,0.5,2020-06-01,218,7.0,N
414,DEU,53.87539,9.58265,298.0,281.5,0.49,0.49,2020-06-01,218,1.4,N
415,DEU,48.39165,10.04174,336.8,302.7,0.39,0.36,2020-06-01,1206,2.5,D
416,DEU,48.47099,11.94356,337.6,298.4,0.41,0.37,2020-06-01,1206,3.3,D
417,DEU,48.70551,10.76001,330.5,300.7,0.39,0.36,2020-06-01,1206,1.7,D
418,DEU,49.10922,8.84735,335.6,302.8,0.38,0.36,2020-06-01,1206,1.7,D
419,DEU,49.18369,9.45487,335.2,305.6,0.39,0.36,2020-06-01,1206,0.8,D
420,DEU,49.35615,6.74876,341.2,312.0,0.4,0.37,2020-06-01,1206,7.5,D
421,DEU,50.70431,7.86485,335.9,305.1,0.38,0.36,2020-06-01,1206,1.7,D
422,DEU,50.8772,6.67424,340.2,311.4,0.39,0.36,2020-06-01,1206,4.1,D
423,DEU,51.12878,6.7962,335.0,307.5,0.39,0.36,2020-06-01,1206,1.2,D
424,DEU,51.14647,6.77725,332.9,307.6,0.39,0.36,2020-06-01,1206,1.8,D
425,DEU,51.19329,7.49586,335.7,303.3,0.38,0.36,2020-06-01,1206,2.6,D
426,DEU,51.36679,6.71024,338.7,312.9,0.39,0.36,2020-06-01,1206,4.3,D
427,DEU,51.37003,6.70887,335.9,306.8,0.39,0.36,2020-06-01,1206,4.3,D
428,DEU,51.43983,6.8636,345.4,306.8,0.39,0.36,2020-06-01,1206,1.3,D
429,DEU,51.45778,6.99551,337.6,310.7,0.39,0.36,2020-06-01,1206,3.3,D
430,DEU,51.48423,6.71112,340.7,314.3,0.39,0.36,2020-06-01,1206,6.2,D
431,DEU,51.49192,6.73704,343.2,317.1,0.39,0.36,2020-06-01,1206,5.8,D
432,DEU,52.15102,10.39984,344.7,314.0,0.41,0.37,2020-06-01,1206,8.3,D
433,DEU,52.15141,10.40159,342.0,314.4,0.41,0.37,2020-06-01,1206,7.9,D
434,DEU,52.15514,10.40463,336.9,309.9,0.41,0.37,2020-06-01,1206,9.5,D
435,DEU,52.16002,10.41535,342.2,309.1,0.41,0.37,2020-06-01,1206,7.9,D
436,DEU,52.51751,6.72176,337.2,311.2,0.38,0.36,2020-06-01,1206,5.0,D
437,DEU,53.00092,7.76155,343.5,308.0,0.39,0.36,2020-06-01,1206,1.8,D
438,DEU,53.13261,8.67937,341.4,307.5,0.39,0.36,2020-06-01,1206,8.4,D
439,DEU,53.42543,10.20274,342.0,301.7,0.41,0.37,2020-06-01,1206,5.8,D
440,DEU,53.43143,10.19419,336.6,302.7,0.41,0.37,2020-06-01,1206,3.9,D
441,DEU,53.43367,10.19178,334.1,302.6,0.41,0.37,2020-06-01,1206,3.3,D
442,DEU,53.4423,10.17583,340.4,302.3,0.41,0.37,2020-06-01,1206,12.0,D
443,DEU,53.46943,7.42173,332.8,299.1,0.38,0.36,2020-06-01,1206,4.4,D
444,DEU,53.52044,9.90274,341.8,307.9,0.41,0.37,2020-06-01,1206,7.8,D
445,DEU,51.36843,6.70784,312.4,282.3,0.77,0.77,2020-09-01,12,3.4,N
446,DEU,51.37012,6.70432,308.9,282.1,0.77,0.77,2020-09-01,12,4.0,N
447,DEU,51.46469,6.73214,299.2,281.0,0.77,0.77,2020-09-01,12,2.0,N
448,DEU,51.48562,6.70806,308.4,281.9,0.77,0.77,2020-09-01,12,4.0,N
449,DEU,51.48594,6.71938,328.1,281.7,0.77,0.77,2020-09-01,12,4.0,N
450,DEU,51.48694,6.70064,299.8,280.6,0.77,0.77,2020-09-01,12,2.9,N
451,DEU,51.48732,6.71218,319.7,282.0,0.77,0.77,2020-09-01,12,3.6,N
452,DEU,51.48769,6.72346,296.0,280.4,0.77,0.77,2020-09-01,12,3.6,N
453,DEU,51.49525,6.7344,306.7,278.3,0.77,0.77,2020-09-01,12,2.2,N
454,DEU,53.87769,9.58122,296.1,281.6,0.58,0.7,2020-09-01,12,1.3,N
455,DEU,51.36193,10.48415,299.9,281.6,0.54,0.42,2020-09-01,154,0.8,N
456,DEU,51.3656,10.48634,296.8,280.7,0.54,0.42,2020-09-01,154,0.5,N
457,DEU,51.36562,6.71184,326.0,286.2,0.42,0.38,2020-09-01,154,3.2,N
458,DEU,51.36673,6.706,332.6,287.3,0.42,0.38,2020-09-01,154,3.2,N
459,DEU,51.37005,6.70762,297.7,284.9,0.42,0.38,2020-09-01,154,3.2,N
460,DEU,51.42558,6.73585,305.0,283.7,0.42,0.38,2020-09-01,154,1.1,N
461,DEU,51.46114,6.74034,321.4,283.9,0.42,0.38,2020-09-01,154,1.9,N
462,DEU,51.48554,6.70751,298.0,277.3,0.42,0.38,2020-09-01,154,0.7,N
463,DEU,51.49112,6.73576,296.3,276.2,0.42,0.38,2020-09-01,154,0.5,N
464,DEU,52.17242,14.62821,312.8,266.3,0.49,0.49,2020-09-01,154,2.2,N
465,DEU,52.49157,13.83895,297.6,282.5,0.45,0.47,2020-09-01,154,0.9,N
466,DEU,52.56303,7.30367,296.3,285.4,0.42,0.38,2020-09-01,154,0.7,N
467,DEU,53.12505,8.68331,304.2,286.4,0.44,0.39,2020-09-01,154,1.4,N
468,DEU,53.13308,8.68071,335.4,286.0,0.44,0.39,2020-09-01,154,4.4,N
469,DEU,53.13394,8.69527,318.2,284.1,0.44,0.39,2020-09-01,154,1.2,N
470,DEU,53.13647,8.68257,309.7,284.3,0.44,0.39,2020-09-01,154,2.5,N
471,DEU,53.13733,8.69715,310.5,283.0,0.44,0.39,2020-09-01,154,1.2,N
472,DEU,53.14111,8.67812,303.4,285.7,0.44,0.39,2020-09-01,154,1.0,N
473,DEU,53.51854,10.03697,304.0,284.2,0.47,0.4,2020-09-01,154,0.9,N
474,DEU,53.52331,9.9028,337.8,286.3,0.47,0.4,2020-09-01,154,5.0,N
475,DEU,53.87525,9.58522,302.0,283.3,0.45,0.39,2020-09-01,154,1.1,N
476,DEU,51.40021,11.29017,330.4,287.4,0.41,0.37,2020-09-01,1142,2.0,D
477,DEU,51.60676,12.32003,337.0,271.3,0.39,0.36,2020-09-01,1142,4.1,D
478,DEU,51.9305,10.74863,331.5,296.6,0.41,0.37,2020-09-01,1142,3.9,D
479,DEU,52.14876,11.13802,329.4,296.9,0.41,0.37,2020-09-01,1142,6.0,D
480,DEU,52.1498,11.14379,341.8,296.9,0.41,0.37,2020-09-01,1142,6.0,D
481,DEU,52.14986,10.3988,331.2,297.0,0.42,0.38,2020-09-01,1142,2.4,D
482,DEU,52.15429,10.40307,350.6,296.1,0.42,0.38,2020-09-01,1142,6.5,D
483,DEU,52.15539,10.40899,328.8,294.8,0.42,0.38,2020-09-01,1142,6.5,D
484,DEU,52.16093,10.41919,332.3,300.1,0.42,0.38,2020-09-01,1142,4.4,D
485,DEU,52.31621,10.24875,326.8,298.8,0.42,0.38,2020-09-01,1142,2.9,D
486,DEU,53.13349,8.69188,336.3,305.3,0.44,0.39,2020-09-01,1142,4.0,D
487,DEU,53.3511,11.46804,344.9,294.3,0.39,0.36,2020-09-01,1142,2.5,D
488,DEU,53.35434,11.46649,340.3,296.8,0.39,0.36,2020-09-01,1142,3.0,D
489,DEU,53.89844,11.48234,340.9,295.0,0.39,0.36,2020-09-01,1142,1.6,D
490,DEU,53.94324,10.19587,335.1,295.1,0.4,0.37,2020-09-01,1142,2.0,D
491,DEU,52.1517,10.40841,335.0,294.8,0.74,0.76,2020-09-01,1324,11.4,D
492,DEU,52.15202,10.39721,325.8,295.6,0.74,0.76,2020-09-01,1324,6.5,D
493,DEU,52.15505,10.40276,340.3,295.2,0.74,0.76,2020-09-01,1324,12.3,D
494,DEU,52.1736,14.61065,305.6,273.5,0.43,0.46,2020-12-01,148,0.8,N
495,DEU,48.77734,10.7006,319.23,271.1,0.39,0.36,2022-03-01,117,2.32,N
496,DEU,49.24682,6.84958,329.13,274.11,0.47,0.39,2022-03-01,117,5.02,N
497,DEU,49.35799,6.75238,299.28,273.77,0.47,0.4,2022-03-01,117,1.48,N
498,DEU,49.35871,6.74591,324.08,276.3,0.47,0.4,2022-03-01,117,3.16,N
499,DEU,49.35887,6.74716,327.25,277.31,0.47,0.4,2022-03-01,117,3.96,N
500,DEU,49.52921,8.41497,296.03,276.44,0.42,0.38,2022-03-01,117,0.81,N
501,DEU,49.95367,9.76948,305.1,271.78,0.4,0.37,2022-03-01,117,1.3,N
502,DEU,50.65377,11.43323,297.42,271.12,0.39,0.36,2022-03-01,117,0.64,N
503,DEU,50.91473,8.01825,298.45,272.28,0.45,0.39,2022-03-01,117,0.66,N
504,DEU,51.2964,7.01344,308.29,277.98,0.48,0.4,2022-03-01,117,1.89,N
505,DEU,51.29713,7.00656,302.5,272.97,0.48,0.4,2022-03-01,117,1.6,N
506,DEU,51.36617,6.71351,312.51,276.4,0.5,0.41,2022-03-01,117,2.49,N
507,DEU,51.36692,6.70638,338.4,281.85,0.5,0.41,2022-03-01,117,6.44,N
508,DEU,51.37064,6.70737,297.66,277.7,0.5,0.41,2022-03-01,117,6.44,N
509,DEU,51.4008,11.84834,310.08,269.76,0.39,0.36,2022-03-01,117,7.04,N
510,DEU,51.40162,11.84287,325.87,272.53,0.39,0.36,2022-03-01,117,7.04,N
511,DEU,51.4808,6.72113,328.02,274.88,0.5,0.41,2022-03-01,117,7.93,N
512,DEU,51.48452,6.72215,332.09,279.54,0.5,0.41,2022-03-01,117,7.93,N
513,DEU,51.48602,6.70785,339.84,277.77,0.5,0.41,2022-03-01,117,13.02,N
514,DEU,51.48677,6.70066,303.2,274.52,0.5,0.41,2022-03-01,117,1.83,N
515,DEU,51.49044,6.73847,326.58,276.56,0.5,0.41,2022-03-01,117,5.52,N
516,DEU,51.49416,6.73948,305.26,276.54,0.5,0.41,2022-03-01,117,2.17,N
517,DEU,51.50311,6.72714,302.08,279.64,0.5,0.41,2022-03-01,117,1.68,N
518,DEU,51.50531,6.74249,316.36,277.18,0.5,0.41,2022-03-01,117,2.03,N
519,DEU,51.50607,6.73534,303.22,275.97,0.5,0.41,2022-03-01,117,1.68,N
520,DEU,51.52008,6.97198,312.94,277.39,0.49,0.4,2022-03-01,117,1.42,N
521,DEU,51.59479,8.33589,302.01,274.33,0.45,0.39,2022-03-01,117,1.45,N
522,DEU,51.70644,9.85955,321.24,271.03,0.41,0.37,2022-03-01,117,2.12,N
523,DEU,51.7655,8.05263,304.57,273.66,0.46,0.39,2022-03-01,117,0.73,N
524,DEU,52.15099,10.40414,301.3,269.23,0.41,0.37,2022-03-01,117,2.39,N
525,DEU,52.15178,10.39829,322.74,271.42,0.41,0.37,2022-03-01,117,2.39,N
526,DEU,52.15434,10.40533,324.18,273.0,0.41,0.37,2022-03-01,117,2.39,N
527,DEU,52.15513,10.39947,326.2,273.49,0.41,0.37,2022-03-01,117,2.39,N
528,DEU,52.16025,10.41356,300.53,270.94,0.41,0.37,2022-03-01,117,0.84,N
529,DEU,52.16037,10.41422,306.44,270.96,0.41,0.37,2022-03-01,117,1.09,N
530,DEU,52.16293,10.42128,306.51,272.31,0.41,0.37,2022-03-01,117,1.2,N
531,DEU,52.16372,10.41541,307.44,270.66,0.41,0.37,2022-03-01,117,1.09,N
532,DEU,52.16549,10.42834,302.59,269.6,0.41,0.37,2022-03-01,117,0.73,N
533,DEU,52.17299,14.61512,300.05,271.45,0.39,0.36,2022-03-01,117,0.86,N
534,DEU,52.31606,10.24801,305.17,270.43,0.41,0.37,2022-03-01,117,0.85,N
535,DEU,52.40102,12.49977,296.46,271.73,0.39,0.36,2022-03-01,117,0.66,N
536,DEU,52.48925,13.8413,297.74,270.0,0.38,0.36,2022-03-01,117,0.46,N
537,DEU,53.1328,8.68065,341.65,276.86,0.45,0.39,2022-03-01,117,7.92,N
538,DEU,53.1345,8.68144,334.83,277.31,0.45,0.39,2022-03-01,117,5.78,N
539,DEU,53.13477,8.69523,319.13,273.54,0.45,0.39,2022-03-01,117,1.4,N
540,DEU,53.13634,8.68181,304.51,273.71,0.45,0.39,2022-03-01,117,2.22,N
541,DEU,53.13652,8.69602,316.36,273.11,0.45,0.39,2022-03-01,117,2.35,N
542,DEU,53.13881,8.67583,307.33,274.09,0.45,0.39,2022-03-01,117,5.78,N
543,DEU,53.14067,8.6762,300.6,274.35,0.45,0.39,2022-03-01,117,1.41,N
544,DEU,53.5199,9.90541,312.31,271.16,0.43,0.38,2022-03-01,117,0.96,N
545,DEU,53.52333,9.90662,311.64,272.46,0.43,0.38,2022-03-01,117,0.91,N
546,DEU,53.52414,9.90025,299.55,273.59,0.43,0.38,2022-03-01,117,0.89,N
547,DEU,47.79091,12.18012,295.69,268.93,0.39,0.36,2022-03-01,119,0.88,N
548,DEU,48.59871,7.82209,319.31,276.2,0.43,0.38,2022-03-01,119,2.26,N
549,DEU,49.53142,8.41783,297.52,272.7,0.71,0.75,2022-03-01,257,1.49,N
550,DEU,52.15388,10.40454,300.84,271.27,0.66,0.73,2022-03-01,257,2.34,N
551,DEU,52.15713,10.39628,297.61,273.36,0.66,0.73,2022-03-01,257,2.63,N
552,DEU,52.1631,10.41323,300.97,269.39,0.66,0.73,2022-03-01,257,1.76,N
553,DEU,52.16529,10.41658,297.19,268.53,0.66,0.73,2022-03-01,257,1.02,N
554,DEU,52.16558,10.42734,296.72,268.84,0.66,0.73,2022-03-01,257,1.52,N
555,DEU,52.16779,10.43077,296.56,268.18,0.67,0.73,2022-03-01,257,1.02,N
556,DEU,52.20734,8.0416,302.57,270.96,0.54,0.68,2022-03-01,257,1.34,N
557,DEU,52.2121,8.0447,302.99,271.93,0.54,0.68,2022-03-01,257,1.0,N
558,DEU,53.13559,8.68432,304.92,274.29,0.53,0.67,2022-03-01,257,3.11,N
559,DEU,53.13807,8.67758,311.52,274.4,0.53,0.67,2022-03-01,257,2.79,N
560,DEU,53.52032,9.90283,299.47,270.46,0.56,0.69,2022-03-01,257,1.18,N
561,DEU,51.39766,11.84788,334.54,280.65,0.54,0.51,2022-03-01,1106,3.39,D
562,DEU,52.1519,10.4023,342.63,282.68,0.58,0.52,2022-03-01,1106,11.85,D
563,DEU,52.17134,14.62951,338.86,282.47,0.4,0.44,2022-03-01,1106,5.06,D
564,DEU,52.40095,12.50241,333.89,285.31,0.48,0.48,2022-03-01,1106,3.28,D
565,DEU,49.24514,6.85044,340.17,287.92,0.38,0.43,2022-03-01,1246,3.92,D
566,DEU,49.34684,6.74575,331.98,283.71,0.57,0.43,2022-03-01,1246,5.23,D
567,DEU,49.6783,11.88462,336.54,282.08,0.32,0.55,2022-03-01,1246,2.69,D
568,DEU,51.39751,11.84897,345.84,282.23,0.33,0.55,2022-03-01,1246,6.31,D
569,DEU,52.15081,10.40254,333.13,287.72,0.58,0.52,2022-03-01,1246,6.09,D
570,DEU,52.15565,10.40197,338.11,286.42,0.58,0.52,2022-03-01,1246,6.09,D
571,DEU,52.88335,10.28829,337.98,276.18,0.58,0.52,2022-03-01,1248,5.46,D
572,DEU,53.52195,9.90689,302.3,267.62,0.45,0.47,2022-06-01,52,1.07,N
573,DEU,47.79271,12.18401,298.99,282.7,0.48,0.4,2022-06-01,54,1.11,N
574,DEU,48.65566,10.1632,299.51,282.07,0.39,0.44,2022-06-01,54,0.56,N
575,DEU,49.51762,8.42057,295.05,284.39,0.47,0.48,2022-06-01,54,0.82,N
576,DEU,49.95354,9.76836,302.34,282.42,0.42,0.45,2022-06-01,54,1.44,N
577,DEU,50.65149,11.41895,295.17,278.76,0.55,0.43,2022-06-01,54,0.47,N
578,DEU,50.65392,11.43524,299.38,279.93,0.55,0.43,2022-06-01,54,1.17,N
579,DEU,51.19499,12.35967,299.51,280.25,0.52,0.41,2022-06-01,54,1.76,N
580,DEU,51.27163,11.65794,298.29,279.68,0.55,0.43,2022-06-01,54,1.33,N
581,DEU,51.27203,11.6597,301.96,281.56,0.55,0.43,2022-06-01,54,0.98,N
582,DEU,51.2962,7.00876,299.14,274.82,0.57,0.52,2022-06-01,54,1.98,N
583,DEU,51.29661,7.00995,309.03,276.2,0.57,0.52,2022-06-01,54,2.42,N
